	time	frame	subF	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
UL	0.289896	289	8	12	11	1	1	0	2126	6	0	0.817363 	0	0
DL	0.28995	289	9	1	11	1	1	0	2126	6	0	0.758137	 	0	1.23235e-14
UL	0.289996	289	9	12	11	1	1	0	2126	6	0	0.850135 	0	0
DL	0.29005	290	0	1	11	1	1	0	2126	6	0	0.770412	 	0	0
UL	0.290096	290	0	12	11	1	1	0	2126	6	0	0.883897 	0	0
DL	0.29015	290	1	1	11	1	1	0	2126	6	0	0.774835	 	0	0
UL	0.290196	290	1	12	11	1	1	0	2622	7	0	0.919609 	1	0.871254
DL	0.29025	290	2	1	11	1	1	0	2126	6	0	0.77068	 	0	0
UL	0.290296	290	2	12	11	1	1	0	2622	7	0	0.958454 	1	0.99155
DL	0.29035	290	3	1	11	1	1	0	2126	6	0	0.75847	 	0	0
UL	0.290396	290	3	12	11	1	1	0	2126	6	0	1.00144 	0	0
DL	0.29045	290	4	1	11	1	1	0	2126	6	0	0.740237	 	0	0
UL	0.290496	290	4	12	11	1	1	0	2126	6	0	1.04884 	0	3.33067e-16
DL	0.29055	290	5	1	11	1	1	0	2126	6	0	0.719009	 	0	0
UL	0.290596	290	5	12	11	1	1	0	2126	6	0	1.09986 	0	0
DL	0.29065	290	6	1	11	1	1	0	2126	6	0	0.697842	 	0	0
UL	0.290696	290	6	12	11	1	1	0	2126	6	0	1.15258 	0	0
DL	0.29075	290	7	1	11	1	1	0	2126	6	0	0.679539	 	0	0
UL	0.290796	290	7	12	11	1	1	0	2126	6	0	1.20412 	0	0
DL	0.29085	290	8	1	11	1	1	0	2126	6	0	0.666343	 	0	0
UL	0.290896	290	8	12	11	1	1	0	2126	6	0	1.2511 	0	0
DL	0.29095	290	9	1	11	1	1	0	2126	6	0	0.659208	 	0	0
UL	0.290996	290	9	12	11	1	1	0	2126	6	0	1.29015 	0	0
DL	0.29105	291	0	1	11	1	1	0	2126	6	0	0.657652	 	0	0
UL	0.291096	291	0	12	11	1	1	0	2622	7	0	1.31828 	1	0.645737
DL	0.29115	291	1	1	11	1	1	0	2126	6	0	0.660177	 	0	0
UL	0.291196	291	1	12	11	1	1	0	2126	6	0	1.33341 	0	0
DL	0.29125	291	2	1	11	1	1	0	2126	6	0	0.664638	 	0	0
UL	0.291296	291	2	12	11	1	1	0	2126	6	0	1.33475 	0	0
DL	0.29135	291	3	1	11	1	1	0	2126	6	0	0.66874	 	0	6.32827e-15
UL	0.291396	291	3	12	11	1	1	0	2126	6	0	1.32286 	0	0
DL	0.29145	291	4	1	11	1	1	0	2126	6	0	0.670635	 	0	0
UL	0.291496	291	4	12	11	1	1	0	2622	7	0	1.2996 	0	1.70189e-10
DL	0.29155	291	5	1	11	1	1	0	2126	6	0	0.669351	 	0	0
UL	0.291596	291	5	12	11	1	1	0	2622	7	0	1.26774 	0	1.66214e-07
DL	0.29165	291	6	1	11	1	1	0	2126	6	0	0.664953	 	0	0
UL	0.291696	291	6	12	11	1	1	0	2622	7	0	1.2306 	0	4.79304e-06
DL	0.29175	291	7	1	11	1	1	0	2126	6	0	0.658469	 	0	0
UL	0.291796	291	7	12	11	1	1	0	2622	7	0	1.19159 	0	0.053066
DL	0.29185	291	8	1	11	1	1	0	2126	6	0	0.651756	 	0	0
UL	0.291896	291	8	12	11	1	1	0	2622	7	0	1.1537 	1	0.468782
DL	0.29195	291	9	1	11	1	1	0	2126	6	0	0.647094	 	0	0
UL	0.291996	291	9	12	11	1	1	0	2622	7	0	1.11915 	0	0.00821214
DL	0.29205	292	0	1	11	1	1	0	2126	6	0	0.64632	 	0	0
UL	0.292096	292	0	12	11	1	1	0	2622	7	0	1.08906 	0	0.379275
DL	0.29215	292	1	1	11	1	1	0	2126	6	0	0.650304	 	0	0
UL	0.292196	292	1	12	11	1	1	0	2126	6	0	1.06342 	0	0
DL	0.29225	292	2	1	11	1	1	0	2126	6	0	0.658994	 	0	0
UL	0.292296	292	2	12	11	1	1	0	2622	7	0	1.04169 	0	0.0865182
DL	0.29235	292	3	1	11	1	1	0	2126	6	0	0.671296	 	0	0
UL	0.292396	292	3	12	11	1	1	0	2126	6	0	1.02326 	0	0
DL	0.29245	292	4	1	11	1	1	0	2126	6	0	0.684996	 	0	0
UL	0.292496	292	4	12	11	1	1	0	2126	6	0	1.0073 	0	3.4639e-14
DL	0.29255	292	5	1	11	1	1	0	2126	6	0	0.69729	 	0	0
UL	0.292596	292	5	12	11	1	1	0	2622	7	0	0.9934 	1	0.971066
DL	0.29265	292	6	1	11	1	1	0	2126	6	0	0.705503	 	0	0
UL	0.292696	292	6	12	11	1	1	0	2126	6	0	0.982338 	0	0
DL	0.29275	292	7	1	11	1	1	0	2126	6	0	0.707624	 	0	0
UL	0.292796	292	7	12	11	1	1	0	2126	6	0	0.975651 	0	0
DL	0.29285	292	8	1	11	1	1	0	2126	6	0	0.702699	 	0	0
UL	0.292896	292	8	12	11	1	1	0	2126	6	0	0.975017 	0	0
DL	0.29295	292	9	1	11	1	1	0	2126	6	0	0.691116	 	0	0
UL	0.292996	292	9	12	11	1	1	0	2126	6	0	0.982289 	0	0
DL	0.29305	293	0	1	11	1	1	0	2126	6	0	0.674741	 	0	0
UL	0.293096	293	0	12	11	1	1	0	2126	6	0	0.998909 	0	0
DL	0.29315	293	1	1	11	1	1	0	2126	6	0	0.656647	 	0	0
UL	0.293196	293	1	12	11	1	1	0	2622	7	0	1.02514 	0	4.06929e-06
DL	0.29325	293	2	1	11	1	1	0	2126	6	0	0.640486	 	0	0
UL	0.293296	293	2	12	11	1	1	0	2622	7	0	1.05999 	0	8.26445e-06
DL	0.29335	293	3	1	11	1	1	0	2126	6	0	0.630001	 	0	0
UL	0.293396	293	3	12	11	1	1	0	2622	7	0	1.10121 	0	1.94278e-10
DL	0.29345	293	4	1	11	1	1	0	2126	6	0	0.62845	 	0	3.33067e-16
UL	0.293496	293	4	12	11	1	1	0	2622	7	0	1.14537 	0	4.77563e-06
DL	0.29355	293	5	1	11	1	1	0	2126	6	0	0.637839	 	0	0
UL	0.293596	293	5	12	11	1	1	0	2622	7	0	1.18845 	0	2.03905e-07
DL	0.29365	293	6	1	11	1	1	0	2126	6	0	0.658657	 	0	0
UL	0.293696	293	6	12	11	1	1	0	2622	7	0	1.22641 	0	7.01936e-11
DL	0.29375	293	7	1	11	1	1	0	2126	6	0	0.689916	 	0	0
UL	0.293796	293	7	12	11	1	1	0	2622	7	0	1.25568 	0	1.3971e-12
DL	0.29385	293	8	1	11	1	1	0	2126	6	0	0.729284	 	0	0
UL	0.293896	293	8	12	11	1	1	0	2622	7	0	1.27382 	0	2.20757e-12
DL	0.29395	293	9	1	11	1	1	0	2126	6	0	0.773799	 	0	0
UL	0.293996	293	9	12	11	1	1	0	2622	7	0	1.27952 	0	7.12938e-09
DL	0.29405	294	0	1	11	1	1	0	2126	6	0	0.820573	 	0	0
UL	0.294096	294	0	12	11	1	1	0	2622	7	0	1.27271 	0	1.56931e-07
DL	0.29415	294	1	1	11	1	1	0	2126	6	0	0.867047	 	0	0
UL	0.294196	294	1	12	11	1	1	0	2622	7	0	1.25485 	0	4.05225e-07
DL	0.29425	294	2	1	11	1	1	0	2126	6	0	0.911536	 	0	0
UL	0.294296	294	2	12	11	1	1	0	2622	7	0	1.22817 	0	0.00167522
DL	0.29435	294	3	1	11	1	1	0	2126	6	0	0.953551	 	0	0
UL	0.294396	294	3	12	11	1	1	0	2622	7	0	1.19511 	0	0.0198019
DL	0.29445	294	4	1	11	1	1	0	2126	6	0	0.993346	 	0	0
UL	0.294496	294	4	12	11	1	1	0	2622	7	0	1.1583 	0	7.55139e-05
DL	0.29455	294	5	1	11	1	1	0	2126	6	0	1.03167	 	0	0
UL	0.294596	294	5	12	11	1	1	0	2622	7	0	1.12002 	0	0.000700166
DL	0.29465	294	6	1	11	1	1	0	2126	6	0	1.06954	 	0	0
UL	0.294696	294	6	12	11	1	1	0	2622	7	0	1.08152 	0	0.00102981
DL	0.29475	294	7	1	11	1	1	0	2126	6	0	1.10756	 	0	0
UL	0.294796	294	7	12	11	1	1	0	2622	7	0	1.04318 	0	1.38007e-05
DL	0.29485	294	8	1	11	1	1	0	2126	6	0	1.14555	 	0	0
UL	0.294896	294	8	12	11	1	1	0	2622	7	0	1.00466 	0	0.00317837
DL	0.29495	294	9	1	11	1	1	0	2126	6	0	1.18258	 	0	0
UL	0.294996	294	9	12	11	1	1	0	2622	7	0	0.964986 	0	0.00281784
DL	0.29505	295	0	1	11	1	1	0	2126	6	0	1.21667	 	0	0
UL	0.295096	295	0	12	11	1	1	0	2622	7	0	0.923277 	0	0.00878187
DL	0.29515	295	1	1	11	1	1	0	2126	6	0	1.24519	 	0	0
UL	0.295196	295	1	12	11	1	1	0	2622	7	0	0.87912 	0	0.167004
DL	0.29525	295	2	1	11	1	1	0	2126	6	0	1.26566	 	0	0
UL	0.295296	295	2	12	11	1	1	0	2622	7	0	0.832705 	0	0.0664747
DL	0.29535	295	3	1	11	1	1	0	2126	6	0	1.27573	 	0	0
UL	0.295396	295	3	12	11	1	1	0	2622	7	0	0.78533 	0	0.155016
DL	0.29545	295	4	1	11	1	1	0	2126	6	0	1.27361	 	0	0
UL	0.295496	295	4	12	11	1	1	0	2126	6	0	0.739353 	0	0
DL	0.29555	295	5	1	11	1	1	0	2126	6	0	1.25887	 	0	0
UL	0.295596	295	5	12	11	1	1	0	2622	7	0	0.697587 	0	0.19932
DL	0.29565	295	6	1	11	1	1	0	2126	6	0	1.23247	 	0	0
UL	0.295696	295	6	12	11	1	1	0	2126	6	0	0.663016 	0	0
DL	0.29575	295	7	1	11	1	1	0	2126	6	0	1.19647	 	0	0
UL	0.295796	295	7	12	11	1	1	0	2126	6	0	0.638273 	0	0
DL	0.29585	295	8	1	11	1	1	0	2126	6	0	1.15413	 	0	0
UL	0.295896	295	8	12	11	1	1	0	2126	6	0	0.624805 	0	0
DL	0.29595	295	9	1	11	1	1	0	2126	6	0	1.10942	 	0	0
UL	0.295996	295	9	12	11	1	1	0	2126	6	0	0.622594 	0	0
DL	0.29605	296	0	1	11	1	1	0	2126	6	0	1.06642	 	0	0
UL	0.296096	296	0	12	11	1	1	0	2126	6	0	0.630114 	0	0
DL	0.29615	296	1	1	11	1	1	0	2126	6	0	1.0288	 	0	0
UL	0.296196	296	1	12	11	1	1	0	2126	6	0	0.644431 	0	0
DL	0.29625	296	2	1	11	1	1	0	2126	6	0	0.999232	 	0	0
UL	0.296296	296	2	12	11	1	1	0	2126	6	0	0.661875 	0	0
DL	0.29635	296	3	1	11	1	1	0	2126	6	0	0.979094	 	0	0
UL	0.296396	296	3	12	11	1	1	0	2126	6	0	0.67872 	0	0
DL	0.29645	296	4	1	11	1	1	0	2126	6	0	0.968527	 	0	0
UL	0.296496	296	4	12	11	1	1	0	2622	7	0	0.691643 	1	0.206674
DL	0.29655	296	5	1	11	1	1	0	2126	6	0	0.966416	 	0	0
UL	0.296596	296	5	12	11	1	1	0	2126	6	0	0.69834 	0	0
DL	0.29665	296	6	1	11	1	1	0	2126	6	0	0.970933	 	0	0
UL	0.296696	296	6	12	11	1	1	0	2622	7	0	0.697959 	1	0.999354
DL	0.29675	296	7	1	11	1	1	0	2126	6	0	0.980341	 	0	3.33067e-14
UL	0.296796	296	7	12	11	1	1	0	2126	6	0	0.691053 	0	0
DL	0.29685	296	8	1	11	1	1	0	2126	6	0	0.993041	 	0	3.43059e-14
UL	0.296896	296	8	12	11	1	1	0	2126	6	0	0.679337 	0	0
DL	0.29695	296	9	1	11	1	1	0	2126	6	0	1.00791	 	0	0
UL	0.296996	296	9	12	11	1	1	0	2126	6	0	0.665326 	0	0
DL	0.29705	297	0	1	11	1	1	0	2126	6	0	1.02502	 	0	0
UL	0.297096	297	0	12	11	1	1	0	2126	6	0	0.651854 	0	0
DL	0.29715	297	1	1	11	1	1	0	2126	6	0	1.04518	 	0	0
UL	0.297196	297	1	12	11	1	1	0	2126	6	0	0.641401 	0	0
DL	0.29725	297	2	1	11	1	1	0	2126	6	0	1.06908	 	0	0
UL	0.297296	297	2	12	11	1	1	0	2126	6	0	0.635433 	0	0
DL	0.29735	297	3	1	11	1	1	0	2126	6	0	1.09727	 	0	0
UL	0.297396	297	3	12	11	1	1	0	2126	6	0	0.634304 	0	0
DL	0.29745	297	4	1	11	1	1	0	2126	6	0	1.13003	 	0	0
UL	0.297496	297	4	12	11	1	1	0	2126	6	0	0.637447 	0	0
DL	0.29755	297	5	1	11	1	1	0	2126	6	0	1.16661	 	0	0
UL	0.297596	297	5	12	11	1	1	0	2126	6	0	0.64331 	0	0
DL	0.29765	297	6	1	11	1	1	0	2126	6	0	1.20511	 	0	0
UL	0.297696	297	6	12	11	1	1	0	2126	6	0	0.649655 	0	0
DL	0.29775	297	7	1	11	1	1	0	2126	6	0	1.24275	 	0	0
UL	0.297796	297	7	12	11	1	1	0	2622	7	0	0.65442 	0	0.172373
DL	0.29785	297	8	1	11	1	1	0	2126	6	0	1.27621	 	0	0
UL	0.297896	297	8	12	11	1	1	0	2622	7	0	0.656299 	0	0.374115
DL	0.29795	297	9	1	11	1	1	0	2126	6	0	1.30209	 	0	0
UL	0.297996	297	9	12	11	1	1	0	2622	7	0	0.654908 	1	0.99983
DL	0.29805	298	0	1	11	1	1	0	2126	6	0	1.31738	 	0	0
UL	0.298096	298	0	12	11	1	1	0	2126	6	0	0.650894 	0	6.66134e-16
DL	0.29815	298	1	1	11	1	1	0	2126	6	0	1.3199	 	0	0
UL	0.298196	298	1	12	11	1	1	0	2126	6	0	0.645863 	0	0
DL	0.29825	298	2	1	11	1	1	0	2126	6	0	1.30866	 	0	0
UL	0.298296	298	2	12	11	1	1	0	2126	6	0	0.642029 	0	6.66134e-16
DL	0.29835	298	3	1	11	1	1	0	2126	6	0	1.28404	 	0	0
UL	0.298396	298	3	12	11	1	1	0	2126	6	0	0.641649 	0	0
DL	0.29845	298	4	1	11	1	1	0	2126	6	0	1.24771	 	0	0
UL	0.298496	298	4	12	11	1	1	0	2126	6	0	0.646464 	0	0
DL	0.29855	298	5	1	11	1	1	0	2126	6	0	1.20243	 	0	0
UL	0.298596	298	5	12	11	1	1	0	2126	6	0	0.657326 	0	0
DL	0.29865	298	6	1	11	1	1	0	2126	6	0	1.15151	 	0	0
UL	0.298696	298	6	12	11	1	1	0	2126	6	0	0.673763 	0	0
DL	0.29875	298	7	1	11	1	1	0	2126	6	0	1.09837	 	0	0
UL	0.298796	298	7	12	11	1	1	0	2126	6	0	0.693868 	0	0
DL	0.29885	298	8	1	11	1	1	0	2126	6	0	1.04611	 	0	0
UL	0.298896	298	8	12	11	1	1	0	2126	6	0	0.714949 	0	0
DL	0.29895	298	9	1	11	1	1	0	2126	6	0	0.996981	 	0	0
UL	0.298996	298	9	12	11	1	1	0	2126	6	0	0.734028 	0	0
DL	0.29905	299	0	1	11	1	1	0	2126	6	0	0.952138	 	0	1.66533e-15
UL	0.299096	299	0	12	11	1	1	0	2126	6	0	0.747986 	0	0
DL	0.29915	299	1	1	11	1	1	0	2126	6	0	0.911622	 	0	0
UL	0.299196	299	1	12	11	1	1	0	2126	6	0	0.754368 	0	0
DL	0.29925	299	2	1	11	1	1	0	2126	6	0	0.874604	 	0	0
UL	0.299296	299	2	12	11	1	1	0	2126	6	0	0.75219 	0	0
DL	0.29935	299	3	1	11	1	1	0	2126	6	0	0.8399	 	0	0
UL	0.299396	299	3	12	11	1	1	0	2622	7	0	0.741801 	1	0.99483
DL	0.29945	299	4	1	11	1	1	0	2126	6	0	0.806446	 	0	0
UL	0.299496	299	4	12	11	1	1	0	2622	7	0	0.724787 	1	0.999973
DL	0.29955	299	5	1	11	1	1	0	2126	6	0	0.773635	 	0	0
UL	0.299596	299	5	12	11	1	1	0	2126	6	0	0.70404 	0	2.43605e-12
DL	0.29965	299	6	1	11	1	1	0	2126	6	0	0.741708	 	0	3.33067e-16
UL	0.299696	299	6	12	11	1	1	0	2126	6	0	0.683157 	0	9.747e-11
DL	0.29975	299	7	1	11	1	1	0	2126	6	0	0.711862	 	0	8.35967e-10
UL	0.299796	299	7	12	11	1	1	0	2126	6	0	0.665699 	0	0
DL	0.29985	299	8	1	11	1	1	0	2126	6	0	0.685974	 	0	1.19937e-11
UL	0.299896	299	8	12	11	1	1	0	2126	6	0	0.654786 	0	0
DL	0.29995	299	9	1	11	1	1	0	2126	6	0	0.666232	 	0	1.87264e-11
UL	0.299996	299	9	12	11	1	1	0	2126	6	0	0.652509 	0	0
DL	0.30005	300	0	1	11	1	1	0	2126	6	0	-1.6637	 	1	1
UL	0.300096	300	0	12	11	1	1	0	2126	6	0	-1.6477 	1	1
DL	0.30015	300	1	1	11	1	1	0	2126	6	0	-1.58526	 	1	1
UL	0.300196	300	1	12	11	1	1	0	2126	6	0	-1.53266 	1	1
DL	0.30025	300	2	1	11	1	1	0	2126	6	0	-1.36823	 	1	1
UL	0.300296	300	2	12	11	1	1	0	2126	6	0	-1.35645 	1	1
DL	0.30035	300	3	1	11	1	1	0	1345	4	0	-1.05124	 	0	0
UL	0.300396	300	3	12	11	1	1	0	1698	5	0	-1.18212 	0	2.09371e-08
DL	0.30045	300	4	1	11	1	1	0	1345	4	0	-0.695749	 	0	0
UL	0.300496	300	4	12	11	1	1	0	1698	5	0	-1.06175 	0	6.1457e-10
DL	0.30055	300	5	1	11	1	1	0	1345	4	0	-0.36365	 	0	0
UL	0.300596	300	5	12	11	1	1	0	1698	5	0	-1.02839 	0	2.04419e-10
DL	0.30065	300	6	1	11	1	1	0	1345	4	0	-0.103748	 	0	0
UL	0.300696	300	6	12	11	1	1	0	1698	5	0	-1.09453 	0	7.32747e-15
DL	0.30075	300	7	1	11	1	1	0	1345	4	0	0.0517915	 	0	0
UL	0.300796	300	7	12	11	1	1	0	1698	5	0	-1.25205 	0	2.64684e-06
DL	0.30085	300	8	1	11	1	1	0	2126	6	0	0.0862765	 	0	8.41448e-07
UL	0.300896	300	8	12	11	1	1	0	1698	5	0	-1.47115 	0	0.000461066
DL	0.30095	300	9	1	11	1	1	0	2126	6	0	-0.00314748	 	0	0.00012192
UL	0.300996	300	9	12	11	1	1	0	1698	5	0	-1.6997 	0	0.0922607
DL	0.30105	301	0	1	11	1	1	0	2126	6	0	-0.20608	 	1	0.549277
UL	0.301096	301	0	12	11	1	1	0	1698	5	0	-1.86903 	1	0.603305
DL	0.30115	301	1	1	11	1	1	0	2126	6	0	-0.497982	 	1	0.99496
UL	0.301196	301	1	12	11	1	1	0	1698	5	0	-1.91195 	1	0.999917
DL	0.30125	301	2	1	11	1	1	0	2126	6	0	-0.838316	 	1	1
UL	0.301296	301	2	12	11	1	1	0	1698	5	0	-1.79047 	0	0.987644
DL	0.30135	301	3	1	11	1	1	0	1345	4	0	-1.17103	 	0	0
UL	0.301396	301	3	12	11	1	1	0	1345	4	0	-1.51564 	0	0
DL	0.30145	301	4	1	11	1	1	0	1345	4	0	-1.43307	 	0	0
UL	0.301496	301	4	12	11	1	1	0	1345	4	0	-1.14169 	0	0
DL	0.30155	301	5	1	11	1	1	0	1345	4	0	-1.5734	 	0	0
UL	0.301596	301	5	12	11	1	1	0	1345	4	0	-0.740135 	0	0
DL	0.30165	301	6	1	11	1	1	0	1345	4	0	-1.57468	 	0	0
UL	0.301696	301	6	12	11	1	1	0	1698	5	0	-0.375645 	0	0
DL	0.30175	301	7	1	11	1	1	0	1345	4	0	-1.462	 	0	0
UL	0.301796	301	7	12	11	1	1	0	1698	5	0	-0.094833 	0	0
DL	0.30185	301	8	1	11	1	1	0	1345	4	0	-1.29071	 	0	0
UL	0.301896	301	8	12	11	1	1	0	1698	5	0	0.0746796 	0	0
DL	0.30195	301	9	1	11	1	1	0	1345	4	0	-1.12372	 	0	0
UL	0.301996	301	9	12	11	1	1	0	2126	6	0	0.121337 	0	1.19904e-14
DL	0.30205	302	0	1	11	1	1	0	1345	4	0	-1.01382	 	0	0
UL	0.302096	302	0	12	11	1	1	0	2126	6	0	0.0471674 	0	2.08833e-13
DL	0.30215	302	1	1	11	1	1	0	1345	4	0	-0.996032	 	0	0
UL	0.302196	302	1	12	11	1	1	0	2126	6	0	-0.132832 	0	1.77504e-07
DL	0.30225	302	2	1	11	1	1	0	1345	4	0	-1.08606	 	0	0
UL	0.302296	302	2	12	11	1	1	0	2126	6	0	-0.389931 	0	0.0241008
DL	0.30235	302	3	1	11	1	1	0	1345	4	0	-1.28005	 	0	0
UL	0.302396	302	3	12	11	1	1	0	2126	6	0	-0.6813 	1	0.99808
DL	0.30245	302	4	1	11	1	1	0	1345	4	0	-1.55321	 	0	0
UL	0.302496	302	4	12	11	1	1	0	2126	6	0	-0.953394 	1	1
DL	0.30255	302	5	1	11	1	1	0	1345	4	0	-1.85775	 	0	4.88498e-15
UL	0.302596	302	5	12	11	1	1	0	2126	6	0	-1.15255 	1	1
DL	0.30265	302	6	1	11	1	1	0	1345	4	0	-2.12472	 	0	1.51722e-10
UL	0.302696	302	6	12	11	1	1	0	1698	5	0	-1.24218 	0	0.00237607
DL	0.30275	302	7	1	11	1	1	0	1345	4	0	-2.27792	 	0	9.59191e-08
UL	0.302796	302	7	12	11	1	1	0	1698	5	0	-1.21832 	0	0.00153991
DL	0.30285	302	8	1	11	1	1	0	1345	4	0	-2.26259	 	0	8.15645e-08
UL	0.302896	302	8	12	11	1	1	0	1698	5	0	-1.11199 	0	1.66714e-08
DL	0.30295	302	9	1	11	1	1	0	1345	4	0	-2.07373	 	0	6.8745e-13
UL	0.302996	302	9	12	11	1	1	0	1698	5	0	-0.975585 	0	6.32827e-13
DL	0.30305	303	0	1	11	1	1	0	1345	4	0	-1.75916	 	0	0
UL	0.303096	303	0	12	11	1	1	0	1698	5	0	-0.863913 	0	1.04217e-12
DL	0.30315	303	1	1	11	1	1	0	1345	4	0	-1.39455	 	0	0
UL	0.303196	303	1	12	11	1	1	0	1698	5	0	-0.821332 	0	9.90541e-12
DL	0.30325	303	2	1	11	1	1	0	1345	4	0	-1.05383	 	0	0
UL	0.303296	303	2	12	11	1	1	0	1698	5	0	-0.876444 	0	2.05666e-10
DL	0.30335	303	3	1	11	1	1	0	1345	4	0	-0.792695	 	0	0
UL	0.303396	303	3	12	11	1	1	0	1698	5	0	-1.04027 	0	1.47777e-06
DL	0.30345	303	4	1	11	1	1	0	1345	4	0	-0.645483	 	0	0
UL	0.303496	303	4	12	11	1	1	0	1698	5	0	-1.30462 	0	0.0351531
DL	0.30355	303	5	1	11	1	1	0	1345	4	0	-0.627795	 	0	0
UL	0.303596	303	5	12	11	1	1	0	1698	5	0	-1.63921 	1	0.923949
DL	0.30365	303	6	1	11	1	1	0	1345	4	0	-0.739203	 	0	0
UL	0.303696	303	6	12	11	1	1	0	1698	5	0	-1.98874 	1	0.999995
DL	0.30375	303	7	1	11	1	1	0	1345	4	0	-0.963372	 	0	0
UL	0.303796	303	7	12	11	1	1	0	1698	5	0	-2.27585 	1	1
DL	0.30385	303	8	1	11	1	1	0	1345	4	0	-1.26605	 	0	0
UL	0.303896	303	8	12	11	1	1	0	1345	4	0	-2.41952 	0	0.000135856
DL	0.30395	303	9	1	11	1	1	0	1345	4	0	-1.59328	 	0	0
UL	0.303996	303	9	12	11	1	1	0	1345	4	0	-2.36933 	0	8.7952e-07
DL	0.30405	304	0	1	11	1	1	0	1345	4	0	-1.87478	 	0	1.84297e-13
UL	0.304096	304	0	12	11	1	1	0	1345	4	0	-2.13402 	0	1.14493e-10
DL	0.30415	304	1	1	11	1	1	0	1345	4	0	-2.03964	 	0	2.71174e-11
UL	0.304196	304	1	12	11	1	1	0	1345	4	0	-1.77666 	0	0
DL	0.30425	304	2	1	11	1	1	0	1345	4	0	-2.0438	 	0	1.53655e-13
UL	0.304296	304	2	12	11	1	1	0	1345	4	0	-1.38185 	0	0
DL	0.30435	304	3	1	11	1	1	0	1345	4	0	-1.89205	 	0	0
UL	0.304396	304	3	12	11	1	1	0	1345	4	0	-1.02462 	0	0
DL	0.30445	304	4	1	11	1	1	0	1345	4	0	-1.63504	 	0	0
UL	0.304496	304	4	12	11	1	1	0	1345	4	0	-0.757245 	0	0
DL	0.30455	304	5	1	11	1	1	0	1345	4	0	-1.3442	 	0	0
UL	0.304596	304	5	12	11	1	1	0	1698	5	0	-0.609188 	0	0
DL	0.30465	304	6	1	11	1	1	0	1345	4	0	-1.08585	 	0	0
UL	0.304696	304	6	12	11	1	1	0	1698	5	0	-0.591089 	0	0
DL	0.30475	304	7	1	11	1	1	0	1345	4	0	-0.907753	 	0	0
UL	0.304796	304	7	12	11	1	1	0	1698	5	0	-0.697615 	0	0
DL	0.30485	304	8	1	11	1	1	0	1345	4	0	-0.836597	 	0	0
UL	0.304896	304	8	12	11	1	1	0	2126	6	0	-0.907719 	1	0.998579
DL	0.30495	304	9	1	11	1	1	0	1345	4	0	-0.879601	 	0	0
UL	0.304996	304	9	12	11	1	1	0	1698	5	0	-1.18328 	0	1.38845e-09
DL	0.30505	305	0	1	11	1	1	0	1345	4	0	-1.0259	 	0	0
UL	0.305096	305	0	12	11	1	1	0	1698	5	0	-1.46908 	0	1.29926e-06
DL	0.30515	305	1	1	11	1	1	0	1345	4	0	-1.24635	 	0	0
UL	0.305196	305	1	12	11	1	1	0	1698	5	0	-1.69918 	0	0.0412064
DL	0.30525	305	2	1	11	1	1	0	1345	4	0	-1.49309	 	0	0
UL	0.305296	305	2	12	11	1	1	0	1698	5	0	-1.81425 	0	0.388219
DL	0.30535	305	3	1	11	1	1	0	1345	4	0	-1.70348	 	0	0
UL	0.305396	305	3	12	11	1	1	0	1698	5	0	-1.78551 	0	0.766282
DL	0.30545	305	4	1	11	1	1	0	1345	4	0	-1.8144	 	0	0
UL	0.305496	305	4	12	11	1	1	0	1698	5	0	-1.62884 	0	0.301085
DL	0.30555	305	5	1	11	1	1	0	1345	4	0	-1.78574	 	0	0
UL	0.305596	305	5	12	11	1	1	0	1345	4	0	-1.39649 	0	0
DL	0.30565	305	6	1	11	1	1	0	1345	4	0	-1.61972	 	0	0
UL	0.305696	305	6	12	11	1	1	0	1345	4	0	-1.15383 	0	0
DL	0.30575	305	7	1	11	1	1	0	1345	4	0	-1.35995	 	0	0
UL	0.305796	305	7	12	11	1	1	0	1345	4	0	-0.958683 	0	0
DL	0.30585	305	8	1	11	1	1	0	1345	4	0	-1.07116	 	0	0
UL	0.305896	305	8	12	11	1	1	0	1345	4	0	-0.851538 	0	0
DL	0.30595	305	9	1	11	1	1	0	1345	4	0	-0.816436	 	0	0
UL	0.305996	305	9	12	11	1	1	0	1698	5	0	-0.854153 	0	7.78674e-06
DL	0.30605	306	0	1	11	1	1	0	1345	4	0	-0.644465	 	0	0
UL	0.306096	306	0	12	11	1	1	0	1698	5	0	-0.970268 	0	2.99577e-06
DL	0.30615	306	1	1	11	1	1	0	1345	4	0	-0.586406	 	0	0
UL	0.306196	306	1	12	11	1	1	0	1698	5	0	-1.18515 	0	0.0297423
DL	0.30625	306	2	1	11	1	1	0	1345	4	0	-0.656936	 	0	0
UL	0.306296	306	2	12	11	1	1	0	1698	5	0	-1.46382 	0	0.0449533
DL	0.30635	306	3	1	11	1	1	0	1345	4	0	-0.855207	 	0	0
UL	0.306396	306	3	12	11	1	1	0	1698	5	0	-1.75038 	1	0.542609
DL	0.30645	306	4	1	11	1	1	0	2126	6	0	-1.16356	 	1	1
UL	0.306496	306	4	12	11	1	1	0	1698	5	0	-1.97406 	1	0.969655
DL	0.30655	306	5	1	11	1	1	0	1345	4	0	-1.54386	 	0	0
UL	0.306596	306	5	12	11	1	1	0	1698	5	0	-2.06817 	1	0.999845
