	time	frame	subF	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	0.39005	390	0	1	11	1	1	0	1345	4	0	-2.2075	 	0	2.68644e-10
UL	0.390096	390	0	12	11	1	1	0	1345	4	0	-1.35696 	0	0
DL	0.39015	390	1	1	11	1	1	0	1345	4	0	-1.96148	 	0	3.10862e-15
UL	0.390196	390	1	12	11	1	1	0	1345	4	0	-1.07463 	0	0
DL	0.39025	390	2	1	11	1	1	0	1345	4	0	-1.67126	 	0	0
UL	0.390296	390	2	12	11	1	1	0	1345	4	0	-0.908648 	0	0
DL	0.39035	390	3	1	11	1	1	0	1345	4	0	-1.40502	 	0	0
UL	0.390396	390	3	12	11	1	1	0	1698	5	0	-0.872124 	0	1.20713e-11
DL	0.39045	390	4	1	11	1	1	0	1345	4	0	-1.21351	 	0	0
UL	0.390496	390	4	12	11	1	1	0	1698	5	0	-0.961929 	0	1.19571e-12
DL	0.39055	390	5	1	11	1	1	0	1345	4	0	-1.12638	 	0	0
UL	0.390596	390	5	12	11	1	1	0	1698	5	0	-1.15933 	0	2.2437e-06
DL	0.39065	390	6	1	11	1	1	0	1345	4	0	-1.15349	 	0	0
UL	0.390696	390	6	12	11	1	1	0	1698	5	0	-1.42872 	0	0.000182538
DL	0.39075	390	7	1	11	1	1	0	1345	4	0	-1.28655	 	0	0
UL	0.390796	390	7	12	11	1	1	0	1698	5	0	-1.71715 	0	0.00320703
DL	0.39085	390	8	1	11	1	1	0	1345	4	0	-1.49909	 	0	0
UL	0.390896	390	8	12	11	1	1	0	1698	5	0	-1.95942 	1	0.693479
DL	0.39095	390	9	1	11	1	1	0	1345	4	0	-1.74583	 	0	8.4821e-14
UL	0.390996	390	9	12	11	1	1	0	1698	5	0	-2.09381 	1	0.994066
DL	0.39105	391	0	1	11	1	1	0	1345	4	0	-1.96567	 	0	3.77476e-14
UL	0.391096	391	0	12	11	1	1	0	1698	5	0	-2.08587 	1	0.999859
DL	0.39115	391	1	1	11	1	1	0	1345	4	0	-2.09423	 	0	5.417e-12
UL	0.391196	391	1	12	11	1	1	0	1345	4	0	-1.94508 	0	1.24345e-14
DL	0.39125	391	2	1	11	1	1	0	1345	4	0	-2.08664	 	0	1.28786e-14
UL	0.391296	391	2	12	11	1	1	0	1345	4	0	-1.71974 	0	1.79412e-13
DL	0.39135	391	3	1	11	1	1	0	1345	4	0	-1.93855	 	0	0
UL	0.391396	391	3	12	11	1	1	0	1345	4	0	-1.47486 	0	0
DL	0.39145	391	4	1	11	1	1	0	1345	4	0	-1.6886	 	0	0
UL	0.391496	391	4	12	11	1	1	0	1345	4	0	-1.27017 	0	0
DL	0.39155	391	5	1	11	1	1	0	1345	4	0	-1.40003	 	0	0
UL	0.391596	391	5	12	11	1	1	0	1345	4	0	-1.14887 	0	0
DL	0.39165	391	6	1	11	1	1	0	1345	4	0	-1.13723	 	0	0
UL	0.391696	391	6	12	11	1	1	0	1345	4	0	-1.13533 	0	0
DL	0.39175	391	7	1	11	1	1	0	1345	4	0	-0.951297	 	0	0
UL	0.391796	391	7	12	11	1	1	0	1345	4	0	-1.23586 	0	0
DL	0.39185	391	8	1	11	1	1	0	1345	4	0	-0.875872	 	0	0
UL	0.391896	391	8	12	11	1	1	0	1698	5	0	-1.43845 	1	0.67918
DL	0.39195	391	9	1	11	1	1	0	1345	4	0	-0.927892	 	0	0
UL	0.391996	391	9	12	11	1	1	0	1698	5	0	-1.71113 	1	0.826233
DL	0.39205	392	0	1	11	1	1	0	1345	4	0	-1.10874	 	0	0
UL	0.392096	392	0	12	11	1	1	0	1698	5	0	-2.00086 	1	0.995682
DL	0.39215	392	1	1	11	1	1	0	1345	4	0	-1.40335	 	0	0
UL	0.392196	392	1	12	11	1	1	0	1345	4	0	-2.23816 	0	1.02464e-09
DL	0.39225	392	2	1	11	1	1	0	1345	4	0	-1.77677	 	0	2.37588e-14
UL	0.392296	392	2	12	11	1	1	0	1345	4	0	-2.35412 	0	1.46409e-06
DL	0.39235	392	3	1	11	1	1	0	1345	4	0	-2.17057	 	0	4.28929e-10
UL	0.392396	392	3	12	11	1	1	0	1345	4	0	-2.30796 	0	9.77435e-06
DL	0.39245	392	4	1	11	1	1	0	1345	4	0	-2.5053	 	0	0.000177895
UL	0.392496	392	4	12	11	1	1	0	1345	4	0	-2.10823 	0	1.00334e-08
DL	0.39255	392	5	1	11	1	1	0	1345	4	0	-2.69833	 	0	0.0166387
UL	0.392596	392	5	12	11	1	1	0	1345	4	0	-1.8086 	0	2.11358e-11
DL	0.39265	392	6	1	11	1	1	0	1345	4	0	-2.69797	 	0	0.0934385
UL	0.392696	392	6	12	11	1	1	0	1345	4	0	-1.48212 	0	4.44089e-16
DL	0.39275	392	7	1	11	1	1	0	1345	4	0	-2.51171	 	1	0.0217541
UL	0.392796	392	7	12	11	1	1	0	1345	4	0	-1.1958 	0	0
DL	0.39285	392	8	1	11	1	1	0	1345	4	0	-2.20128	 	0	4.07064e-06
UL	0.392896	392	8	12	11	1	1	0	1345	4	0	-0.998564 	0	0
DL	0.39295	392	9	1	11	1	1	0	1345	4	0	-1.84959	 	0	1.32061e-10
UL	0.392996	392	9	12	11	1	1	0	1345	4	0	-0.919857 	0	0
DL	0.39305	393	0	1	11	1	1	0	1345	4	0	-1.52935	 	0	0
UL	0.393096	393	0	12	11	1	1	0	1698	5	0	-0.971824 	0	4.22914e-09
DL	0.39315	393	1	1	11	1	1	0	1345	4	0	-1.28937	 	0	0
UL	0.393196	393	1	12	11	1	1	0	1698	5	0	-1.15093 	0	3.17806e-07
DL	0.39325	393	2	1	11	1	1	0	1345	4	0	-1.15396	 	0	0
UL	0.393296	393	2	12	11	1	1	0	1698	5	0	-1.43711 	0	0.00140241
DL	0.39335	393	3	1	11	1	1	0	1345	4	0	-1.12621	 	0	0
UL	0.393396	393	3	12	11	1	1	0	1698	5	0	-1.79075 	1	0.925343
DL	0.39345	393	4	1	11	1	1	0	1345	4	0	-1.19046	 	0	0
UL	0.393496	393	4	12	11	1	1	0	1698	5	0	-2.15075 	1	0.999996
DL	0.39355	393	5	1	11	1	1	0	1345	4	0	-1.31388	 	0	0
UL	0.393596	393	5	12	11	1	1	0	1698	5	0	-2.44058 	1	1
DL	0.39365	393	6	1	11	1	1	0	1345	4	0	-1.44869	 	0	0
UL	0.393696	393	6	12	11	1	1	0	1345	4	0	-2.58856 	0	0.00203636
DL	0.39375	393	7	1	11	1	1	0	1345	4	0	-1.53911	 	0	0
UL	0.393796	393	7	12	11	1	1	0	1345	4	0	-2.55878 	0	0.000997817
DL	0.39385	393	8	1	11	1	1	0	1345	4	0	-1.53637	 	0	0
UL	0.393896	393	8	12	11	1	1	0	1345	4	0	-2.37057 	0	2.42784e-05
DL	0.39395	393	9	1	11	1	1	0	1345	4	0	-1.41761	 	0	0
UL	0.393996	393	9	12	11	1	1	0	1345	4	0	-2.08733 	0	3.37199e-11
DL	0.39405	394	0	1	11	1	1	0	1345	4	0	-1.19603	 	0	0
UL	0.394096	394	0	12	11	1	1	0	1345	4	0	-1.78564 	0	0
DL	0.39415	394	1	1	11	1	1	0	1345	4	0	-0.914323	 	0	0
UL	0.394196	394	1	12	11	1	1	0	1345	4	0	-1.52973 	0	0
DL	0.39425	394	2	1	11	1	1	0	1345	4	0	-0.627579	 	0	0
UL	0.394296	394	2	12	11	1	1	0	1345	4	0	-1.36145 	0	0
DL	0.39435	394	3	1	11	1	1	0	1345	4	0	-0.38729	 	0	0
UL	0.394396	394	3	12	11	1	1	0	1345	4	0	-1.30001 	0	0
DL	0.39445	394	4	1	11	1	1	0	1345	4	0	-0.232787	 	0	0
UL	0.394496	394	4	12	11	1	1	0	1698	5	0	-1.34422 	0	3.35957e-05
DL	0.39455	394	5	1	11	1	1	0	1345	4	0	-0.189201	 	0	0
UL	0.394596	394	5	12	11	1	1	0	1698	5	0	-1.47343 	0	0.0506589
DL	0.39465	394	6	1	11	1	1	0	2126	6	0	-0.268185	 	0	3.36032e-10
UL	0.394696	394	6	12	11	1	1	0	1698	5	0	-1.64781 	0	0.0208727
DL	0.39475	394	7	1	11	1	1	0	2126	6	0	-0.468435	 	0	0.00026814
UL	0.394796	394	7	12	11	1	1	0	1698	5	0	-1.81087 	1	0.977849
DL	0.39485	394	8	1	11	1	1	0	2126	6	0	-0.774595	 	1	0.717119
UL	0.394896	394	8	12	11	1	1	0	1698	5	0	-1.89958 	1	0.995787
DL	0.39495	394	9	1	11	1	1	0	2126	6	0	-1.15442	 	1	1
UL	0.394996	394	9	12	11	1	1	0	1698	5	0	-1.86424 	1	0.997259
DL	0.39505	395	0	1	11	1	1	0	2126	6	0	-1.55632	 	1	1
UL	0.395096	395	0	12	11	1	1	0	1345	4	0	-1.69023 	0	6.43929e-14
DL	0.39515	395	1	1	11	1	1	0	1345	4	0	-1.91226	 	0	2.74003e-13
UL	0.395196	395	1	12	11	1	1	0	1345	4	0	-1.40509 	0	0
DL	0.39525	395	2	1	11	1	1	0	1345	4	0	-2.15243	 	0	2.81081e-07
UL	0.395296	395	2	12	11	1	1	0	1345	4	0	-1.06513 	0	0
DL	0.39535	395	3	1	11	1	1	0	1345	4	0	-2.23161	 	0	3.09276e-06
UL	0.395396	395	3	12	11	1	1	0	1345	4	0	-0.733042 	0	0
DL	0.39545	395	4	1	11	1	1	0	1345	4	0	-2.15184	 	0	4.21885e-15
UL	0.395496	395	4	12	11	1	1	0	1345	4	0	-0.461314 	0	0
DL	0.39555	395	5	1	11	1	1	0	1345	4	0	-1.96118	 	0	8.88178e-16
UL	0.395596	395	5	12	11	1	1	0	1698	5	0	-0.286262 	0	0
DL	0.39565	395	6	1	11	1	1	0	1345	4	0	-1.72963	 	0	0
UL	0.395696	395	6	12	11	1	1	0	1698	5	0	-0.228653 	0	0
DL	0.39575	395	7	1	11	1	1	0	1345	4	0	-1.52282	 	0	0
UL	0.395796	395	7	12	11	1	1	0	1698	5	0	-0.295484 	0	0
DL	0.39585	395	8	1	11	1	1	0	1345	4	0	-1.38733	 	0	0
UL	0.395896	395	8	12	11	1	1	0	2126	6	0	-0.480477 	1	0.545128
DL	0.39595	395	9	1	11	1	1	0	1345	4	0	-1.34729	 	0	0
UL	0.395996	395	9	12	11	1	1	0	2126	6	0	-0.763174 	0	0.743521
DL	0.39605	396	0	1	11	1	1	0	1345	4	0	-1.40551	 	0	0
UL	0.396096	396	0	12	11	1	1	0	2126	6	0	-1.10718 	1	1
DL	0.39615	396	1	1	11	1	1	0	1345	4	0	-1.54427	 	0	0
UL	0.396196	396	1	12	11	1	1	0	1698	5	0	-1.4597 	0	0.0004453
DL	0.39625	396	2	1	11	1	1	0	1345	4	0	-1.72534	 	0	0
UL	0.396296	396	2	12	11	1	1	0	1698	5	0	-1.75721 	0	0.705517
DL	0.39635	396	3	1	11	1	1	0	1345	4	0	-1.89271	 	0	0
UL	0.396396	396	3	12	11	1	1	0	1698	5	0	-1.94179 	1	0.981324
DL	0.39645	396	4	1	11	1	1	0	1345	4	0	-1.98302	 	0	0
UL	0.396496	396	4	12	11	1	1	0	1698	5	0	-1.98414 	1	0.891975
DL	0.39655	396	5	1	11	1	1	0	1345	4	0	-1.94589	 	0	1.55431e-15
UL	0.396596	396	5	12	11	1	1	0	1345	4	0	-1.89797 	0	0
DL	0.39665	396	6	1	11	1	1	0	1345	4	0	-1.76628	 	0	0
UL	0.396696	396	6	12	11	1	1	0	1345	4	0	-1.73288 	0	0
DL	0.39675	396	7	1	11	1	1	0	1345	4	0	-1.47232	 	0	0
UL	0.396796	396	7	12	11	1	1	0	1345	4	0	-1.55219 	0	0
DL	0.39685	396	8	1	11	1	1	0	1345	4	0	-1.12137	 	0	0
UL	0.396896	396	8	12	11	1	1	0	1345	4	0	-1.41232 	0	0
DL	0.39695	396	9	1	11	1	1	0	1345	4	0	-0.777095	 	0	0
UL	0.396996	396	9	12	11	1	1	0	1345	4	0	-1.35212 	0	0
DL	0.39705	397	0	1	11	1	1	0	1345	4	0	-0.492752	 	0	0
UL	0.397096	397	0	12	11	1	1	0	1698	5	0	-1.38994 	0	2.76749e-08
DL	0.39715	397	1	1	11	1	1	0	1345	4	0	-0.305244	 	0	0
UL	0.397196	397	1	12	11	1	1	0	1698	5	0	-1.52361 	0	0.0122771
DL	0.39725	397	2	1	11	1	1	0	1345	4	0	-0.23549	 	0	0
UL	0.397296	397	2	12	11	1	1	0	1698	5	0	-1.72967 	0	0.0479812
DL	0.39735	397	3	1	11	1	1	0	1345	4	0	-0.290183	 	0	0
UL	0.397396	397	3	12	11	1	1	0	1698	5	0	-1.96222 	1	0.980622
DL	0.39745	397	4	1	11	1	1	0	2126	6	0	-0.462731	 	1	0.985176
UL	0.397496	397	4	12	11	1	1	0	1698	5	0	-2.15606 	1	0.984984
DL	0.39755	397	5	1	11	1	1	0	2126	6	0	-0.732811	 	1	1
UL	0.397596	397	5	12	11	1	1	0	1698	5	0	-2.24098 	1	1
DL	0.39765	397	6	1	11	1	1	0	2126	6	0	-1.06461	 	1	1
UL	0.397696	397	6	12	11	1	1	0	1345	4	0	-2.16782 	0	5.35749e-07
DL	0.39775	397	7	1	11	1	1	0	1345	4	0	-1.40609	 	0	0
UL	0.397796	397	7	12	11	1	1	0	1345	4	0	-1.93296 	0	1.24589e-12
DL	0.39785	397	8	1	11	1	1	0	1345	4	0	-1.69469	 	0	8.92619e-14
UL	0.397896	397	8	12	11	1	1	0	1345	4	0	-1.58044 	0	0
DL	0.39795	397	9	1	11	1	1	0	1345	4	0	-1.87357	 	0	2.1716e-13
UL	0.397996	397	9	12	11	1	1	0	1345	4	0	-1.17974 	0	0
DL	0.39805	398	0	1	11	1	1	0	1345	4	0	-1.914	 	0	1.13243e-13
UL	0.398096	398	0	12	11	1	1	0	1345	4	0	-0.799222 	0	0
DL	0.39815	398	1	1	11	1	1	0	1345	4	0	-1.82935	 	0	4.44089e-15
UL	0.398196	398	1	12	11	1	1	0	1698	5	0	-0.49109 	0	0
DL	0.39825	398	2	1	11	1	1	0	1345	4	0	-1.66849	 	0	0
UL	0.398296	398	2	12	11	1	1	0	1698	5	0	-0.288149 	0	0
DL	0.39835	398	3	1	11	1	1	0	1345	4	0	-1.49441	 	0	0
UL	0.398396	398	3	12	11	1	1	0	1698	5	0	-0.206223 	0	0
DL	0.39845	398	4	1	11	1	1	0	1345	4	0	-1.36398	 	0	0
UL	0.398496	398	4	12	11	1	1	0	2126	6	0	-0.24702 	0	6.4721e-06
DL	0.39855	398	5	1	11	1	1	0	1345	4	0	-1.31762	 	0	0
UL	0.398596	398	5	12	11	1	1	0	2126	6	0	-0.399285 	0	6.85651e-05
DL	0.39865	398	6	1	11	1	1	0	1345	4	0	-1.37656	 	0	0
UL	0.398696	398	6	12	11	1	1	0	2126	6	0	-0.638317 	1	0.563407
DL	0.39875	398	7	1	11	1	1	0	1345	4	0	-1.54261	 	0	0
UL	0.398796	398	7	12	11	1	1	0	2126	6	0	-0.92521 	1	0.999989
DL	0.39885	398	8	1	11	1	1	0	1345	4	0	-1.79719	 	0	0
UL	0.398896	398	8	12	11	1	1	0	2126	6	0	-1.20876 	1	1
DL	0.39895	398	9	1	11	1	1	0	1345	4	0	-2.09919	 	0	3.90992e-11
UL	0.398996	398	9	12	11	1	1	0	1698	5	0	-1.43378 	0	0.0591045
DL	0.39905	399	0	1	11	1	1	0	1345	4	0	-2.38497	 	0	5.25331e-05
UL	0.399096	399	0	12	11	1	1	0	1698	5	0	-1.55692 	0	0.326798
DL	0.39915	399	1	1	11	1	1	0	1345	4	0	-2.57804	 	0	0.00145839
UL	0.399196	399	1	12	11	1	1	0	1698	5	0	-1.56391 	1	0.644867
DL	0.39925	399	2	1	11	1	1	0	1345	4	0	-2.61409	 	0	0.00376808
UL	0.399296	399	2	12	11	1	1	0	1698	5	0	-1.47655 	0	0.0189123
DL	0.39935	399	3	1	11	1	1	0	1345	4	0	-2.47214	 	0	0.000113943
UL	0.399396	399	3	12	11	1	1	0	1345	4	0	-1.34312 	0	0
DL	0.39945	399	4	1	11	1	1	0	1345	4	0	-2.18655	 	0	1.91355e-09
UL	0.399496	399	4	12	11	1	1	0	1345	4	0	-1.21944 	0	0
DL	0.39955	399	5	1	11	1	1	0	1345	4	0	-1.82837	 	0	4.44089e-16
UL	0.399596	399	5	12	11	1	1	0	1698	5	0	-1.15366 	0	2.39838e-05
DL	0.39965	399	6	1	11	1	1	0	1345	4	0	-1.47438	 	0	0
UL	0.399696	399	6	12	11	1	1	0	1698	5	0	-1.17913 	0	1.94019e-05
DL	0.39975	399	7	1	11	1	1	0	1345	4	0	-1.18629	 	0	0
UL	0.399796	399	7	12	11	1	1	0	1698	5	0	-1.31204 	0	0.00237579
DL	0.39985	399	8	1	11	1	1	0	1345	4	0	-1.00438	 	0	0
UL	0.399896	399	8	12	11	1	1	0	1698	5	0	-1.54992 	0	0.394454
DL	0.39995	399	9	1	11	1	1	0	1345	4	0	-0.949242	 	0	0
UL	0.399996	399	9	12	11	1	1	0	1698	5	0	-1.86915 	1	0.999993
DL	0.40005	400	0	1	11	1	1	0	1345	4	0	3.55656	 	0	0
UL	0.400096	400	0	12	11	1	1	0	1698	5	0	4.31049 	0	0
DL	0.40015	400	1	1	11	1	1	0	1345	4	0	3.8334	 	0	0
UL	0.400196	400	1	12	11	1	1	0	1345	4	0	4.53549 	0	0
DL	0.40025	400	2	1	11	1	1	0	1345	4	0	4.13588	 	0	0
UL	0.400296	400	2	12	11	1	1	0	1345	4	0	4.69425 	0	0
DL	0.40035	400	3	1	11	1	1	0	3118	8	0	4.40393	 	0	0
UL	0.400396	400	3	12	11	1	1	0	3617	9	0	4.75768 	0	6.25111e-12
DL	0.40045	400	4	1	11	1	1	0	3118	8	0	4.59407	 	0	0
UL	0.400496	400	4	12	11	1	1	0	3617	9	0	4.71247 	0	3.33067e-15
DL	0.40055	400	5	1	11	1	1	0	3118	8	0	4.6812	 	0	0
UL	0.400596	400	5	12	11	1	1	0	3617	9	0	4.5607 	0	1.00892e-07
DL	0.40065	400	6	1	11	1	1	0	3118	8	0	4.65707	 	0	0
UL	0.400696	400	6	12	11	1	1	0	3617	9	0	4.32062 	0	0
DL	0.40075	400	7	1	11	1	1	0	3118	8	0	4.52917	 	0	0
UL	0.400796	400	7	12	11	1	1	0	3617	9	0	4.02815 	0	5.81297e-10
DL	0.40085	400	8	1	11	1	1	0	3118	8	0	4.32078	 	0	0
UL	0.400896	400	8	12	11	1	1	0	3617	9	0	3.73685 	0	1.22125e-14
DL	0.40095	400	9	1	11	1	1	0	3118	8	0	4.07143	 	0	0
UL	0.400996	400	9	12	11	1	1	0	3617	9	0	3.51093 	0	9.99201e-15
DL	0.40105	401	0	1	11	1	1	0	3118	8	0	3.83463	 	0	0
UL	0.401096	401	0	12	11	1	1	0	3617	9	0	3.40743 	0	0.0161681
DL	0.40115	401	1	1	11	1	1	0	3118	8	0	3.66839	 	0	0
UL	0.401196	401	1	12	11	1	1	0	3617	9	0	3.45277 	0	0.00448778
DL	0.40125	401	2	1	11	1	1	0	3118	8	0	3.61735	 	0	0
UL	0.401296	401	2	12	11	1	1	0	3617	9	0	3.62944 	0	0.0254926
DL	0.40135	401	3	1	11	1	1	0	3118	8	0	3.69407	 	0	5.55112e-15
UL	0.401396	401	3	12	11	1	1	0	3617	9	0	3.88476 	0	0.527759
DL	0.40145	401	4	1	11	1	1	0	3118	8	0	3.87296	 	0	6.07914e-11
UL	0.401496	401	4	12	11	1	1	0	3617	9	0	4.15428 	0	0.000457921
DL	0.40155	401	5	1	11	1	1	0	3118	8	0	4.10232	 	0	0
UL	0.401596	401	5	12	11	1	1	0	3617	9	0	4.38175 	0	1.10955e-07
DL	0.40165	401	6	1	11	1	1	0	3118	8	0	4.32441	 	0	1.92074e-11
UL	0.401696	401	6	12	11	1	1	0	3118	8	0	4.52794 	0	0
DL	0.40175	401	7	1	11	1	1	0	3118	8	0	4.49077	 	0	0
UL	0.401796	401	7	12	11	1	1	0	3617	9	0	4.57207 	0	0
DL	0.40185	401	8	1	11	1	1	0	3118	8	0	4.56867	 	0	0
UL	0.401896	401	8	12	11	1	1	0	3617	9	0	4.51072 	0	7.8641e-06
DL	0.40195	401	9	1	11	1	1	0	3118	8	0	4.54218	 	0	0
UL	0.401996	401	9	12	11	1	1	0	3617	9	0	4.35696 	1	0.9645
DL	0.40205	402	0	1	11	1	1	0	3118	8	0	4.41184	 	0	0
UL	0.402096	402	0	12	11	1	1	0	3617	9	0	4.14059 	0	0.0279328
DL	0.40215	402	1	1	11	1	1	0	3118	8	0	4.19531	 	0	0
UL	0.402196	402	1	12	11	1	1	0	3617	9	0	3.9076 	1	0.999532
DL	0.40225	402	2	1	11	1	1	0	3118	8	0	3.92859	 	0	0
UL	0.402296	402	2	12	11	1	1	0	3118	8	0	3.71494 	0	5.55112e-15
DL	0.40235	402	3	1	11	1	1	0	3118	8	0	3.66535	 	0	0
UL	0.402396	402	3	12	11	1	1	0	3617	9	0	3.61682 	0	0.0560347
DL	0.40245	402	4	1	11	1	1	0	3118	8	0	3.46973	 	0	0
UL	0.402496	402	4	12	11	1	1	0	3118	8	0	3.64462 	0	0
DL	0.40255	402	5	1	11	1	1	0	3118	8	0	3.39825	 	0	0
UL	0.402596	402	5	12	11	1	1	0	3118	8	0	3.79251 	0	0
DL	0.40265	402	6	1	11	1	1	0	3118	8	0	3.47578	 	0	0
UL	0.402696	402	6	12	11	1	1	0	3617	9	0	4.02025 	0	5.00187e-08
DL	0.40275	402	7	1	11	1	1	0	3118	8	0	3.68312	 	0	0
UL	0.402796	402	7	12	11	1	1	0	3118	8	0	4.27068 	0	0
DL	0.40285	402	8	1	11	1	1	0	3118	8	0	3.9669	 	0	0
UL	0.402896	402	8	12	11	1	1	0	3617	9	0	4.48858 	0	3.25999e-07
DL	0.40295	402	9	1	11	1	1	0	3118	8	0	4.26257	 	0	0
UL	0.402996	402	9	12	11	1	1	0	3617	9	0	4.63169 	0	4.05231e-14
DL	0.40305	403	0	1	11	1	1	0	3118	8	0	4.51396	 	0	0
UL	0.403096	403	0	12	11	1	1	0	3617	9	0	4.67392 	0	2.24565e-11
DL	0.40315	403	1	1	11	1	1	0	3118	8	0	4.68195	 	0	0
UL	0.403196	403	1	12	11	1	1	0	3617	9	0	4.60507 	0	0
DL	0.40325	403	2	1	11	1	1	0	3118	8	0	4.74536	 	0	0
UL	0.403296	403	2	12	11	1	1	0	3617	9	0	4.43062 	0	0
DL	0.40335	403	3	1	11	1	1	0	3118	8	0	4.69938	 	0	0
UL	0.403396	403	3	12	11	1	1	0	3617	9	0	4.17262 	0	3.71468e-07
DL	0.40345	403	4	1	11	1	1	0	3118	8	0	4.55464	 	0	0
UL	0.403496	403	4	12	11	1	1	0	3617	9	0	3.87133 	0	4.77424e-05
DL	0.40355	403	5	1	11	1	1	0	3118	8	0	4.33746	 	0	0
UL	0.403596	403	5	12	11	1	1	0	3617	9	0	3.58439 	0	1.1867e-06
DL	0.40365	403	6	1	11	1	1	0	3118	8	0	4.08999	 	0	0
UL	0.403696	403	6	12	11	1	1	0	3617	9	0	3.37765 	0	0.000398313
DL	0.40375	403	7	1	11	1	1	0	3118	8	0	3.86655	 	0	0
UL	0.403796	403	7	12	11	1	1	0	3617	9	0	3.30462 	0	0.0016814
DL	0.40385	403	8	1	11	1	1	0	3118	8	0	3.72258	 	0	0
UL	0.403896	403	8	12	11	1	1	0	3617	9	0	3.38296 	1	0.193437
DL	0.40395	403	9	1	11	1	1	0	3118	8	0	3.69631	 	0	0
UL	0.403996	403	9	12	11	1	1	0	3617	9	0	3.58539 	0	0.0171183
DL	0.40405	404	0	1	11	1	1	0	3118	8	0	3.79211	 	0	0
UL	0.404096	404	0	12	11	1	1	0	3617	9	0	3.85351 	1	0.383511
DL	0.40415	404	1	1	11	1	1	0	3118	8	0	3.9783	 	0	0
UL	0.404196	404	1	12	11	1	1	0	3118	8	0	4.12215 	0	0
DL	0.40425	404	2	1	11	1	1	0	3118	8	0	4.20159	 	0	0
UL	0.404296	404	2	12	11	1	1	0	3617	9	0	4.33728 	0	3.34954e-12
DL	0.40435	404	3	1	11	1	1	0	3118	8	0	4.40627	 	0	0
UL	0.404396	404	3	12	11	1	1	0	3118	8	0	4.46332 	0	0
DL	0.40445	404	4	1	11	1	1	0	3118	8	0	4.54745	 	0	0
UL	0.404496	404	4	12	11	1	1	0	3617	9	0	4.48332 	0	0
DL	0.40455	404	5	1	11	1	1	0	3118	8	0	4.59603	 	0	0
UL	0.404596	404	5	12	11	1	1	0	3617	9	0	4.39737 	0	0
DL	0.40465	404	6	1	11	1	1	0	3118	8	0	4.53925	 	0	0
UL	0.404696	404	6	12	11	1	1	0	3617	9	0	4.22217 	0	1.37839e-10
DL	0.40475	404	7	1	11	1	1	0	3118	8	0	4.38068	 	0	0
UL	0.404796	404	7	12	11	1	1	0	3617	9	0	3.99168 	0	1.92457e-12
DL	0.40485	404	8	1	11	1	1	0	3118	8	0	4.1413	 	0	0
UL	0.404896	404	8	12	11	1	1	0	3617	9	0	3.75585 	0	3.48857e-07
DL	0.40495	404	9	1	11	1	1	0	3118	8	0	3.86066	 	0	0
UL	0.404996	404	9	12	11	1	1	0	3617	9	0	3.57387 	0	1.66113e-06
DL	0.40505	405	0	1	11	1	1	0	3118	8	0	3.5955	 	0	0
UL	0.405096	405	0	12	11	1	1	0	3617	9	0	3.49838 	1	0.996386
DL	0.40515	405	1	1	11	1	1	0	3118	8	0	3.41064	 	0	0
UL	0.405196	405	1	12	11	1	1	0	3617	9	0	3.55454 	1	0.816986
DL	0.40525	405	2	1	11	1	1	0	3118	8	0	3.35881	 	0	0
UL	0.405296	405	2	12	11	1	1	0	3617	9	0	3.72799 	0	2.54585e-10
DL	0.40535	405	3	1	11	1	1	0	3118	8	0	3.4572	 	0	0
UL	0.405396	405	3	12	11	1	1	0	3118	8	0	3.97183 	0	0
DL	0.40545	405	4	1	11	1	1	0	3118	8	0	3.67861	 	0	0
UL	0.405496	405	4	12	11	1	1	0	3118	8	0	4.22645 	0	1.11022e-15
DL	0.40555	405	5	1	11	1	1	0	3118	8	0	3.96506	 	0	0
UL	0.405596	405	5	12	11	1	1	0	3617	9	0	4.43772 	0	3.70648e-12
DL	0.40565	405	6	1	11	1	1	0	3118	8	0	4.25174	 	0	0
UL	0.405696	405	6	12	11	1	1	0	3617	9	0	4.56625 	0	0
DL	0.40575	405	7	1	11	1	1	0	3118	8	0	4.48483	 	0	0
UL	0.405796	405	7	12	11	1	1	0	3118	8	0	4.5893 	0	0
DL	0.40585	405	8	1	11	1	1	0	3118	8	0	4.62842	 	0	0
UL	0.405896	405	8	12	11	1	1	0	3617	9	0	4.50026 	0	0
DL	0.40595	405	9	1	11	1	1	0	3118	8	0	4.66455	 	0	0
UL	0.405996	405	9	12	11	1	1	0	3617	9	0	4.30845 	0	0
DL	0.40605	406	0	1	11	1	1	0	3118	8	0	4.59133	 	0	0
UL	0.406096	406	0	12	11	1	1	0	3617	9	0	4.0404 	0	1.77227e-05
DL	0.40615	406	1	1	11	1	1	0	3118	8	0	4.42253	 	0	0
UL	0.406196	406	1	12	11	1	1	0	3617	9	0	3.74122 	0	0.000265706
DL	0.40625	406	2	1	11	1	1	0	3118	8	0	4.18829	 	0	0
UL	0.406296	406	2	12	11	1	1	0	3617	9	0	3.47235 	1	0.17153
DL	0.40635	406	3	1	11	1	1	0	3118	8	0	3.93466	 	0	0
UL	0.406396	406	3	12	11	1	1	0	3617	9	0	3.29959 	1	0.312882
DL	0.40645	406	4	1	11	1	1	0	3118	8	0	3.71855	 	0	2.75502e-12
UL	0.406496	406	4	12	11	1	1	0	3617	9	0	3.27027 	1	0.997434
